videoname,paramQP,frameWidth,frameHeight,CU_width,CU_height,topLeft_x,topLeft_y,bottomRight_x,bottomRight_y,POC,qtdepth,mtdepth,splitType,cost,RDCost,target,variance,mean,gradientH,gradientV,ratioGrad,sum,quarter1Var,quarter1Mean,quarter1GradH,quarter1GradV,quarter1RatioGrad,quarter1Sum,quarter2Var,quarter2Mean,quarter2GradH,quarter2GradV,quarter2RatioGrad,quarter2Sum,quarter3Var,quarter3Mean,quarter3GradH,quarter3GradV,quarter3RatioGrad,quarter3Sum,quarter4Var,quarter4Mean,quarter4GradH,quarter4GradV,quarter4RatioGrad,quarter4Sum
BasketballPass,22,416,240,16,64,0,0,15,63,3,1,1,QT_SPLIT,12441603,12441603,0,3461.1233978271484,543.42578125,8320.0,53856.0,0.15448603683897802,556468.0,761.382568359375,547.765625,4256.0,5504.0,0.7732558139534884,140228.0,862.892333984375,558.328125,1344.0,7104.0,0.1891891891891892,142932.0,4203.763427734375,531.453125,1632.0,63200.0,0.025822784810126585,136052.0,7579.3505859375,536.15625,65280.0,44320.0,1.4729241877256318,137256.0
BasketballPass,22,416,240,16,64,256,0,271,63,1,1,1,QT_SPLIT,18012461,18012461,0,4749.8680267333975,493.63671875,1152.0,42400.0,0.02716981132075472,505484.0,6167.96484375,517.8125,512.0,54496.0,0.009395184967704051,132560.0,6391.4990234375,519.96875,2080.0,55104.0,0.03774680603948897,133112.0,1854.091552734375,466.953125,63904.0,63424.0,1.0075681130171543,119540.0,2028.46484375,469.8125,192.0,64192.0,0.002991026919242273,120272.0
BasketballPass,22,416,240,16,64,304,0,319,63,1,1,1,QT_SPLIT,18012461,18012461,0,4873.981918334961,487.81640625,1024.0,4224.0,0.24242424242424246,499524.0,8885.1396484375,505.21875,65024.0,0.0,0.0,129336.0,9326.562255859377,500.015625,160.0,3584.0,0.04464285714285714,128004.0,156.827880859375,475.515625,65280.0,1216.0,53.68421052631579,121732.0,225.109130859375,470.515625,1344.0,64608.0,0.020802377414561663,120452.0
BasketballPass,22,416,240,32,32,288,192,319,223,2,2,0,QT_SPLIT,7162504,7162504,0,11340.9677734375,404.53125,48288.0,18464.0,2.61525129982669,414240.0,20690.46484375,332.1875,29696.0,56672.0,0.5239977413890458,85040.0,8888.148193359375,399.265625,27456.0,1440.0,19.066666666666666,102212.0,5210.241943359375,440.265625,49568.0,12576.0,3.9414758269720096,112708.0,2283.2099609375,446.40625,5632.0,3616.0,1.5575221238938053,114280.0
BasketballPass,22,416,240,32,32,352,64,383,95,0,2,0,QT_SPLIT,63014545,63014545,0,3161.6595306396484,429.69921875,45248.0,960.0,47.13333333333333,440012.0,412.1943359375,468.65625,62848.0,1120.0,56.11428571428571,119976.0,1346.5302734375,388.46875,64736.0,32.0,2023.0,99448.0,637.05859375,480.4375,65152.0,1696.0,38.41509433962264,122992.0,2110.038818359375,381.234375,58208.0,320.0,181.9,97596.0
BasketballPass,22,416,240,64,16,192,224,255,239,1,1,2,QT_SPLIT,5081148,5081148,0,2743.690658569336,482.52734375,608.0,48864.0,0.012442698100851343,494108.0,5010.3271484375,507.78125,65344.0,58016.0,1.1263099834528405,129992.0,4369.5146484375,488.78125,160.0,2976.0,0.053763440860215055,125128.0,210.3505859375,463.84375,832.0,56576.0,0.014705882352941175,118744.0,194.161865234375,469.703125,65344.0,62944.0,1.0381291306558211,120244.0
BasketballPass,27,416,240,64,16,192,224,255,239,1,1,2,QT_SPLIT,1935094,1935094,0,2743.690658569336,482.52734375,608.0,48864.0,0.012442698100851343,494108.0,5010.3271484375,507.78125,65344.0,58016.0,1.1263099834528405,129992.0,4369.5146484375,488.78125,160.0,2976.0,0.053763440860215055,125128.0,210.3505859375,463.84375,832.0,56576.0,0.014705882352941175,118744.0,194.161865234375,469.703125,65344.0,62944.0,1.0381291306558211,120244.0
BasketballPass,32,416,240,64,16,192,224,255,239,1,1,2,QT_SPLIT,1361773,1361773,0,2743.690658569336,482.52734375,608.0,48864.0,0.012442698100851343,494108.0,5010.3271484375,507.78125,65344.0,58016.0,1.1263099834528405,129992.0,4369.5146484375,488.78125,160.0,2976.0,0.053763440860215055,125128.0,210.3505859375,463.84375,832.0,56576.0,0.014705882352941175,118744.0,194.161865234375,469.703125,65344.0,62944.0,1.0381291306558211,120244.0
BasketballPass,37,416,240,64,16,192,224,255,239,1,1,2,QT_SPLIT,876331,876331,0,2743.690658569336,482.52734375,608.0,48864.0,0.012442698100851343,494108.0,5010.3271484375,507.78125,65344.0,58016.0,1.1263099834528405,129992.0,4369.5146484375,488.78125,160.0,2976.0,0.053763440860215055,125128.0,210.3505859375,463.84375,832.0,56576.0,0.014705882352941175,118744.0,194.161865234375,469.703125,65344.0,62944.0,1.0381291306558211,120244.0
BasketballPass,22,416,240,64,16,192,224,255,239,2,1,2,QT_SPLIT,8246244,8246244,0,2748.986083984375,482.671875,928.0,47808.0,0.019410977242302545,494256.0,4992.810302734375,508.046875,65440.0,57984.0,1.1285871964679912,130060.0,4344.988037109375,489.890625,256.0,2880.0,0.08888888888888889,125412.0,209.83984375,463.8125,896.0,56544.0,0.01584606677985286,118736.0,207.99609375,468.9375,65408.0,62880.0,1.0402035623409671,120048.0
BasketballPass,27,416,240,64,16,192,224,255,239,2,1,2,QT_SPLIT,3051270,3051270,0,2748.986083984375,482.671875,928.0,47808.0,0.019410977242302545,494256.0,4992.810302734375,508.046875,65440.0,57984.0,1.1285871964679912,130060.0,4344.988037109375,489.890625,256.0,2880.0,0.08888888888888889,125412.0,209.83984375,463.8125,896.0,56544.0,0.01584606677985286,118736.0,207.99609375,468.9375,65408.0,62880.0,1.0402035623409671,120048.0
BasketballPass,32,416,240,64,16,192,224,255,239,2,1,2,QT_SPLIT,1759267,1759267,0,2748.986083984375,482.671875,928.0,47808.0,0.019410977242302545,494256.0,4992.810302734375,508.046875,65440.0,57984.0,1.1285871964679912,130060.0,4344.988037109375,489.890625,256.0,2880.0,0.08888888888888889,125412.0,209.83984375,463.8125,896.0,56544.0,0.01584606677985286,118736.0,207.99609375,468.9375,65408.0,62880.0,1.0402035623409671,120048.0
BasketballPass,37,416,240,64,16,192,224,255,239,2,1,2,QT_SPLIT,1150936,1150936,0,2748.986083984375,482.671875,928.0,47808.0,0.019410977242302545,494256.0,4992.810302734375,508.046875,65440.0,57984.0,1.1285871964679912,130060.0,4344.988037109375,489.890625,256.0,2880.0,0.08888888888888889,125412.0,209.83984375,463.8125,896.0,56544.0,0.01584606677985286,118736.0,207.99609375,468.9375,65408.0,62880.0,1.0402035623409671,120048.0
BasketballPass,22,416,240,64,16,192,224,255,239,3,1,2,QT_SPLIT,6087672,6087672,0,2752.284912109375,482.390625,864.0,47552.0,0.01816958277254374,493968.0,5019.5771484375,507.78125,65376.0,58464.0,1.1182266009852218,129992.0,4287.359375,490.125,288.0,3040.0,0.09473684210526316,125472.0,220.33984375,463.1875,896.0,56640.0,0.015819209039548022,118576.0,214.7802734375,468.46875,65376.0,62592.0,1.044478527607362,119928.0
BasketballPass,27,416,240,64,16,192,224,255,239,3,1,2,QT_SPLIT,2240266,2240266,0,2752.284912109375,482.390625,864.0,47552.0,0.01816958277254374,493968.0,5019.5771484375,507.78125,65376.0,58464.0,1.1182266009852218,129992.0,4287.359375,490.125,288.0,3040.0,0.09473684210526316,125472.0,220.33984375,463.1875,896.0,56640.0,0.015819209039548022,118576.0,214.7802734375,468.46875,65376.0,62592.0,1.044478527607362,119928.0
BasketballPass,32,416,240,64,16,192,224,255,239,3,1,2,QT_SPLIT,1427112,1427112,0,2752.284912109375,482.390625,864.0,47552.0,0.01816958277254374,493968.0,5019.5771484375,507.78125,65376.0,58464.0,1.1182266009852218,129992.0,4287.359375,490.125,288.0,3040.0,0.09473684210526316,125472.0,220.33984375,463.1875,896.0,56640.0,0.015819209039548022,118576.0,214.7802734375,468.46875,65376.0,62592.0,1.044478527607362,119928.0
BasketballPass,37,416,240,64,16,192,224,255,239,3,1,2,QT_SPLIT,903140,903140,0,2752.284912109375,482.390625,864.0,47552.0,0.01816958277254374,493968.0,5019.5771484375,507.78125,65376.0,58464.0,1.1182266009852218,129992.0,4287.359375,490.125,288.0,3040.0,0.09473684210526316,125472.0,220.33984375,463.1875,896.0,56640.0,0.015819209039548022,118576.0,214.7802734375,468.46875,65376.0,62592.0,1.044478527607362,119928.0
