videoname,paramQP,frameWidth,frameHeight,CU_width,CU_height,topLeft_x,topLeft_y,bottomRight_x,bottomRight_y,POC,qtdepth,mtdepth,splitType,cost,RDCost,target,variance,mean,gradientH,gradientV,ratioGrad,sum,quarter1Var,quarter1Mean,quarter1GradH,quarter1GradV,quarter1RatioGrad,quarter1Sum,quarter2Var,quarter2Mean,quarter2GradH,quarter2GradV,quarter2RatioGrad,quarter2Sum,quarter3Var,quarter3Mean,quarter3GradH,quarter3GradV,quarter3RatioGrad,quarter3Sum,quarter4Var,quarter4Mean,quarter4GradH,quarter4GradV,quarter4RatioGrad,quarter4Sum
BasketballPass,22,416,240,32,64,0,0,31,63,2,0,3,TRI_HORZ,22695671,22695671,0,3331.808864593506,547.458984375,9120.0,54048.0,0.16873889875666073,1121196.0,870.995849609375,550.359375,4160.0,12992.0,0.32019704433497537,281784.0,7904.411071777344,528.5546875,2048.0,52640.0,0.03890577507598785,270620.0,3133.0536499023438,543.6796875,640.0,50720.0,0.012618296529968454,278364.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,27,416,240,32,64,0,0,31,63,2,1,1,TRI_HORZ,8928890,8928890,0,3331.808864593506,547.458984375,9120.0,54048.0,0.16873889875666073,1121196.0,870.995849609375,550.359375,4160.0,12992.0,0.32019704433497537,281784.0,7904.411071777344,528.5546875,2048.0,52640.0,0.03890577507598785,270620.0,3133.0536499023438,543.6796875,640.0,50720.0,0.012618296529968454,278364.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,32,416,240,32,64,0,0,31,63,2,1,1,TRI_HORZ,4617388,4617388,0,3331.808864593506,547.458984375,9120.0,54048.0,0.16873889875666073,1121196.0,870.995849609375,550.359375,4160.0,12992.0,0.32019704433497537,281784.0,7904.411071777344,528.5546875,2048.0,52640.0,0.03890577507598785,270620.0,3133.0536499023438,543.6796875,640.0,50720.0,0.012618296529968454,278364.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,22,416,240,32,64,0,64,31,127,1,0,3,TRI_HORZ,38327504,38327504,0,14290.733638763428,410.810546875,30624.0,59456.0,0.515069967707212,841340.0,32448.715759277344,415.9453125,9504.0,54528.0,0.1742957746478873,212964.0,7163.031677246094,409.4140625,27616.0,64288.0,0.4295669487307118,209620.0,9205.111083984377,389.328125,30432.0,53792.0,0.5657346817370613,199336.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,27,416,240,32,64,0,64,31,127,1,1,1,TRI_HORZ,10825785,10825785,0,14290.733638763428,410.810546875,30624.0,59456.0,0.515069967707212,841340.0,32448.715759277344,415.9453125,9504.0,54528.0,0.1742957746478873,212964.0,7163.031677246094,409.4140625,27616.0,64288.0,0.4295669487307118,209620.0,9205.111083984377,389.328125,30432.0,53792.0,0.5657346817370613,199336.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,22,416,240,32,64,0,64,31,127,2,0,3,TRI_HORZ,95906453,95906453,0,14275.782161712646,411.205078125,30688.0,59424.0,0.5164243403338719,842148.0,32376.0693359375,416.34375,9504.0,54176.0,0.17542823390431184,213168.0,7170.58984375,409.6875,27744.0,64224.0,0.4319880418535127,209760.0,9228.524353027344,389.8046875,30432.0,54432.0,0.5590828924162258,199580.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,27,416,240,32,64,0,64,31,127,2,0,3,TRI_HORZ,37181855,37181855,0,14275.782161712646,411.205078125,30688.0,59424.0,0.5164243403338719,842148.0,32376.0693359375,416.34375,9504.0,54176.0,0.17542823390431184,213168.0,7170.58984375,409.6875,27744.0,64224.0,0.4319880418535127,209760.0,9228.524353027344,389.8046875,30432.0,54432.0,0.5590828924162258,199580.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,32,416,240,32,64,0,64,31,127,2,0,3,TRI_HORZ,17975019,17975019,0,14275.782161712646,411.205078125,30688.0,59424.0,0.5164243403338719,842148.0,32376.0693359375,416.34375,9504.0,54176.0,0.17542823390431184,213168.0,7170.58984375,409.6875,27744.0,64224.0,0.4319880418535127,209760.0,9228.524353027344,389.8046875,30432.0,54432.0,0.5590828924162258,199580.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,22,416,240,32,64,32,0,63,63,2,0,3,TRI_HORZ,22695671,22695671,0,5579.270046234131,542.271484375,64192.0,38304.0,1.6758563074352548,1110572.0,910.4203491210938,555.0390625,1216.0,3776.0,0.3220338983050847,284180.0,7053.698181152344,545.0703125,6400.0,56000.0,0.11428571428571427,279076.0,11037.415771484375,502.578125,55680.0,42368.0,1.3141993957703928,257320.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,32,416,240,32,64,32,0,63,63,2,1,1,TRI_HORZ,4617388,4617388,0,5579.270046234131,542.271484375,64192.0,38304.0,1.6758563074352548,1110572.0,910.4203491210938,555.0390625,1216.0,3776.0,0.3220338983050847,284180.0,7053.698181152344,545.0703125,6400.0,56000.0,0.11428571428571427,279076.0,11037.415771484375,502.578125,55680.0,42368.0,1.3141993957703928,257320.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
