videoname,paramQP,frameWidth,frameHeight,CU_width,CU_height,topLeft_x,topLeft_y,bottomRight_x,bottomRight_y,POC,qtdepth,mtdepth,splitType,cost,RDCost,target,variance,mean,gradientH,gradientV,ratioGrad,sum,quarter1Var,quarter1Mean,quarter1GradH,quarter1GradV,quarter1RatioGrad,quarter1Sum,quarter2Var,quarter2Mean,quarter2GradH,quarter2GradV,quarter2RatioGrad,quarter2Sum,quarter3Var,quarter3Mean,quarter3GradH,quarter3GradV,quarter3RatioGrad,quarter3Sum,quarter4Var,quarter4Mean,quarter4GradH,quarter4GradV,quarter4RatioGrad,quarter4Sum
BasketballPass,22,416,240,8,64,32,64,39,127,1,1,3,TRI_HORZ,9645619,9645619,0,11610.072204589844,440.3828125,3200.0,64768.0,0.04940711462450593,225476.0,11288.1875,451.25,33632.0,64096.0,0.5247129306040939,57760.0,11060.1943359375,436.65625,36544.0,64448.0,0.5670307845084409,55892.0,11589.6865234375,431.03125,32640.0,512.0,63.75,55172.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,27,416,240,8,64,32,64,39,127,1,1,3,TRI_HORZ,3318195,3318195,0,11610.072204589844,440.3828125,3200.0,64768.0,0.04940711462450593,225476.0,11288.1875,451.25,33632.0,64096.0,0.5247129306040939,57760.0,11060.1943359375,436.65625,36544.0,64448.0,0.5670307845084409,55892.0,11589.6865234375,431.03125,32640.0,512.0,63.75,55172.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,22,416,240,8,64,32,128,39,191,3,1,3,TRI_HORZ,22684937,22684937,0,8352.238708496094,430.8359375,43008.0,58208.0,0.7388675096206707,220588.0,2641.109375,483.625,55168.0,64288.0,0.8581383773021404,61904.0,11533.8896484375,410.78125,34752.0,63104.0,0.550709939148073,52580.0,3395.15234375,386.3125,48128.0,1344.0,35.80952380952381,49448.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,27,416,240,8,64,32,128,39,191,3,1,3,TRI_HORZ,8700052,8700052,0,8352.238708496094,430.8359375,43008.0,58208.0,0.7388675096206707,220588.0,2641.109375,483.625,55168.0,64288.0,0.8581383773021404,61904.0,11533.8896484375,410.78125,34752.0,63104.0,0.550709939148073,52580.0,3395.15234375,386.3125,48128.0,1344.0,35.80952380952381,49448.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,22,416,240,8,64,40,64,47,127,1,1,3,TRI_HORZ,9645619,9645619,0,8229.702880859375,495.515625,7040.0,64032.0,0.10994502748625687,253704.0,9676.6552734375,472.46875,21056.0,63520.0,0.33148614609571786,60476.0,3484.5068359375,535.65625,6048.0,62400.0,0.09692307692307693,68564.0,6149.1474609375,478.59375,13952.0,62688.0,0.22256253190403266,61260.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,27,416,240,8,64,40,64,47,127,1,1,3,TRI_HORZ,3318195,3318195,0,8229.702880859375,495.515625,7040.0,64032.0,0.10994502748625687,253704.0,9676.6552734375,472.46875,21056.0,63520.0,0.33148614609571786,60476.0,3484.5068359375,535.65625,6048.0,62400.0,0.09692307692307693,68564.0,6149.1474609375,478.59375,13952.0,62688.0,0.22256253190403266,61260.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,22,416,240,8,64,40,128,47,191,3,1,3,TRI_HORZ,22684937,22684937,0,7097.765380859375,365.515625,46944.0,53728.0,0.8737343656938654,187144.0,2959.12109375,459.0625,61280.0,61920.0,0.9896640826873384,58760.0,2185.0693359375,318.65625,60768.0,62912.0,0.9659206510681588,40788.0,605.2490234375,302.03125,60160.0,512.0,117.5,38660.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,27,416,240,8,64,40,128,47,191,3,1,3,TRI_HORZ,8700052,8700052,0,7097.765380859375,365.515625,46944.0,53728.0,0.8737343656938654,187144.0,2959.12109375,459.0625,61280.0,61920.0,0.9896640826873384,58760.0,2185.0693359375,318.65625,60768.0,62912.0,0.9659206510681588,40788.0,605.2490234375,302.03125,60160.0,512.0,117.5,38660.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,22,416,240,8,64,48,0,55,63,3,1,2,TRI_HORZ,4030330,4030330,0,1063.5068359375,560.34375,5856.0,60704.0,0.09646810753821823,286896.0,365.0,550.0,2176.0,512.0,4.25,70400.0,1053.9375,568.75,2976.0,3648.0,0.8157894736842105,72800.0,2136.234375,558.875,64128.0,59296.0,1.0814894765245548,71536.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,22,416,240,8,64,56,0,63,63,3,1,2,TRI_HORZ,4030330,4030330,0,6025.361083984375,553.328125,57472.0,48800.0,1.1777049180327872,283304.0,641.68359375,563.4375,1344.0,64032.0,0.020989505247376312,72120.0,1318.68359375,582.5625,1280.0,2560.0,0.5,74568.0,16228.99609375,492.0625,54816.0,45312.0,1.2097457627118644,62984.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,22,416,240,8,64,64,0,71,63,1,1,2,TRI_HORZ,8585129,8585129,0,10014.921875,536.375,32288.0,48384.0,0.6673280423280423,274624.0,548.859375,568.375,800.0,64416.0,0.01241927471435668,72752.0,7417.90234375,547.6875,39328.0,2432.0,16.17105263157895,70104.0,22078.3193359375,454.65625,57856.0,44832.0,1.2905067808708066,58196.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,22,416,240,8,64,72,0,79,63,1,1,2,TRI_HORZ,8585129,8585129,0,42889.134521484375,369.578125,18432.0,47200.0,0.3905084745762712,189224.0,269.609375,568.625,64992.0,64032.0,1.014992503748126,72784.0,7202.0615234375,134.96875,47616.0,57984.0,0.8211920529801324,17276.0,13644.6708984375,230.28125,45664.0,10432.0,4.3773006134969314,29476.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,22,416,240,8,64,224,64,231,127,1,1,2,TRI_HORZ,25260205,25260205,0,354.69036865234375,489.5703125,64736.0,65504.0,0.9882755251587688,250660.0,300.0771484375,491.78125,512.0,1312.0,0.3902439024390244,62948.0,352.6240234375,487.96875,64992.0,64768.0,1.0034584980237151,62460.0,431.5537109375,483.09375,65408.0,64928.0,1.007392804337112,61836.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,22,416,240,8,64,248,64,255,127,1,1,2,TRI_HORZ,25260205,25260205,0,12398.875,506.0,61888.0,608.0,101.7894736842105,259072.0,236.75,495.0,64416.0,1280.0,50.325,63360.0,34133.6474609375,525.40625,10368.0,59200.0,0.17513513513513512,67252.0,254.6240234375,491.96875,64928.0,64000.0,1.0145,62972.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,22,416,240,8,64,256,64,263,127,3,1,3,TRI_HORZ,28105192,28105192,0,4514.7412109375,485.90625,61376.0,224.0,274.0,248784.0,149.2568359375,483.65625,64928.0,864.0,75.14814814814815,61908.0,14659.7958984375,503.71875,60800.0,6080.0,10.0,64476.0,157.9365234375,479.03125,64640.0,65152.0,0.9921414538310412,61316.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,27,416,240,8,64,256,64,263,127,3,1,3,TRI_HORZ,8901840,8901840,0,4514.7412109375,485.90625,61376.0,224.0,274.0,248784.0,149.2568359375,483.65625,64928.0,864.0,75.14814814814815,61908.0,14659.7958984375,503.71875,60800.0,6080.0,10.0,64476.0,157.9365234375,479.03125,64640.0,65152.0,0.9921414538310412,61316.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,32,416,240,8,64,256,64,263,127,3,1,2,TRI_HORZ,5381672,5381672,0,4514.7412109375,485.90625,61376.0,224.0,274.0,248784.0,149.2568359375,483.65625,64928.0,864.0,75.14814814814815,61908.0,14659.7958984375,503.71875,60800.0,6080.0,10.0,64476.0,157.9365234375,479.03125,64640.0,65152.0,0.9921414538310412,61316.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,22,416,240,8,64,264,64,271,127,3,1,3,TRI_HORZ,28105192,28105192,0,15014.045349121094,371.0390625,27616.0,53600.0,0.5152238805970151,189972.0,10430.18359375,412.5625,43808.0,60864.0,0.7197686645636172,52808.0,11899.58984375,363.1875,41248.0,160.0,257.8,46488.0,18847.9375,311.75,29088.0,60480.0,0.480952380952381,39904.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,27,416,240,8,64,264,64,271,127,3,1,3,TRI_HORZ,8901840,8901840,0,15014.045349121094,371.0390625,27616.0,53600.0,0.5152238805970151,189972.0,10430.18359375,412.5625,43808.0,60864.0,0.7197686645636172,52808.0,11899.58984375,363.1875,41248.0,160.0,257.8,46488.0,18847.9375,311.75,29088.0,60480.0,0.480952380952381,39904.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,32,416,240,8,64,264,64,271,127,3,1,2,TRI_HORZ,5381672,5381672,0,15014.045349121094,371.0390625,27616.0,53600.0,0.5152238805970151,189972.0,10430.18359375,412.5625,43808.0,60864.0,0.7197686645636172,52808.0,11899.58984375,363.1875,41248.0,160.0,257.8,46488.0,18847.9375,311.75,29088.0,60480.0,0.480952380952381,39904.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,22,416,240,8,64,304,64,311,127,2,1,3,TRI_HORZ,8275513,8275513,0,11942.125,524.5,23168.0,63840.0,0.3629072681704261,268544.0,104.2958984375,479.71875,64256.0,448.0,143.42857142857142,61404.0,16960.9755859375,565.84375,49888.0,52704.0,0.9465695203400122,72428.0,146.1875,473.75,768.0,64448.0,0.01191658391261172,60640.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,22,416,240,8,64,304,64,311,127,3,1,2,TRI_HORZ,4809084,4809084,0,10454.741638183594,516.4765625,24896.0,63936.0,0.3893893893893894,264436.0,106.83984375,478.8125,64224.0,416.0,154.38461538461542,61288.0,16505.4052734375,556.46875,50560.0,54048.0,0.93546477205447,71228.0,153.1474609375,473.40625,928.0,64416.0,0.014406358668653753,60596.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,22,416,240,8,64,312,64,319,127,2,1,3,TRI_HORZ,8275513,8275513,0,166.16497802734375,473.1953125,2432.0,64096.0,0.03794308537194209,242276.0,90.0068359375,471.65625,512.0,160.0,3.2,60372.0,273.2255859375,473.84375,1248.0,64480.0,0.01935483870967742,60652.0,127.4365234375,471.03125,65312.0,64192.0,1.0174476570289133,60292.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,22,416,240,8,64,312,64,319,127,3,1,2,TRI_HORZ,4809084,4809084,0,162.47650146484375,472.4921875,2688.0,64032.0,0.04197901049475263,241916.0,89.4130859375,471.15625,384.0,64.0,6.0,60308.0,273.7880859375,473.15625,1792.0,64384.0,0.02783300198807157,60564.0,123.609375,470.625,65024.0,64096.0,1.0144782825761358,60240.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,22,416,240,16,32,32,64,47,95,2,1,3,TRI_HORZ,23050344,23050344,0,10748.37109375,475.5625,55200.0,7072.0,7.8054298642533935,243488.0,11223.7724609375,464.59375,57984.0,65056.0,0.8912936546974914,59468.0,11422.6630859375,464.84375,1920.0,7648.0,0.2510460251046025,59500.0,8644.8974609375,514.59375,62880.0,2976.0,21.12903225806452,65868.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,27,416,240,16,32,32,64,47,95,2,1,3,TRI_HORZ,5616713,5616713,0,10748.37109375,475.5625,55200.0,7072.0,7.8054298642533935,243488.0,11223.7724609375,464.59375,57984.0,65056.0,0.8912936546974914,59468.0,11422.6630859375,464.84375,1920.0,7648.0,0.2510460251046025,59500.0,8644.8974609375,514.59375,62880.0,2976.0,21.12903225806452,65868.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,32,416,240,16,32,32,64,47,95,2,1,3,TRI_HORZ,6627745,6627745,0,10748.37109375,475.5625,55200.0,7072.0,7.8054298642533935,243488.0,11223.7724609375,464.59375,57984.0,65056.0,0.8912936546974914,59468.0,11422.6630859375,464.84375,1920.0,7648.0,0.2510460251046025,59500.0,8644.8974609375,514.59375,62880.0,2976.0,21.12903225806452,65868.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,37,416,240,16,32,32,64,47,95,2,1,3,TRI_HORZ,2884867,2884867,0,10748.37109375,475.5625,55200.0,7072.0,7.8054298642533935,243488.0,11223.7724609375,464.59375,57984.0,65056.0,0.8912936546974914,59468.0,11422.6630859375,464.84375,1920.0,7648.0,0.2510460251046025,59500.0,8644.8974609375,514.59375,62880.0,2976.0,21.12903225806452,65868.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,22,416,240,16,32,32,64,47,95,3,1,3,TRI_HORZ,11072969,14511710,0,10217.293884277344,474.9453125,17696.0,6112.0,2.895287958115184,243172.0,11213.55859375,464.4375,57504.0,64544.0,0.8909271194843827,59448.0,10793.6875,469.25,52800.0,10272.0,5.140186915887852,60064.0,6404.33984375,521.1875,50208.0,64.0,784.5,66712.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,22,416,240,16,32,32,96,47,127,1,1,3,TRI_HORZ,7840567,7840567,0,9824.390380859377,470.484375,43424.0,58592.0,0.7411250682687056,240888.0,10333.4677734375,486.53125,63456.0,63520.0,0.9989924433249371,62276.0,9100.40234375,462.3125,57248.0,62432.0,0.9169656586365966,59176.0,9657.02734375,447.3125,60352.0,1728.0,34.925925925925924,57256.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,22,416,240,16,32,32,96,47,127,2,1,3,TRI_HORZ,16711922,16711922,0,6571.421813964844,476.9921875,14368.0,57056.0,0.25182277061132924,244220.0,5893.0,499.0,55264.0,61824.0,0.8938923395445134,63872.0,6173.2724609375,464.59375,51008.0,62560.0,0.8153452685421995,59468.0,7344.1318359375,453.65625,53568.0,2624.0,20.414634146341463,58068.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,27,416,240,16,32,32,96,47,127,2,1,3,TRI_HORZ,6314722,6314722,0,6571.421813964844,476.9921875,14368.0,57056.0,0.25182277061132924,244220.0,5893.0,499.0,55264.0,61824.0,0.8938923395445134,63872.0,6173.2724609375,464.59375,51008.0,62560.0,0.8153452685421995,59468.0,7344.1318359375,453.65625,53568.0,2624.0,20.414634146341463,58068.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,32,416,240,16,32,32,96,47,127,2,1,3,TRI_HORZ,3672868,3672868,0,6571.421813964844,476.9921875,14368.0,57056.0,0.25182277061132924,244220.0,5893.0,499.0,55264.0,61824.0,0.8938923395445134,63872.0,6173.2724609375,464.59375,51008.0,62560.0,0.8153452685421995,59468.0,7344.1318359375,453.65625,53568.0,2624.0,20.414634146341463,58068.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,37,416,240,16,32,32,96,47,127,2,1,3,TRI_HORZ,1983671,1983671,0,6571.421813964844,476.9921875,14368.0,57056.0,0.25182277061132924,244220.0,5893.0,499.0,55264.0,61824.0,0.8938923395445134,63872.0,6173.2724609375,464.59375,51008.0,62560.0,0.8153452685421995,59468.0,7344.1318359375,453.65625,53568.0,2624.0,20.414634146341463,58068.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,22,416,240,16,32,32,128,47,159,1,1,3,TRI_HORZ,13405170,13405170,0,9025.109130859377,449.484375,57696.0,62656.0,0.9208375893769152,230136.0,8918.6875,455.75,62688.0,64544.0,0.9712444224095192,58336.0,10218.27734375,443.3125,62464.0,3872.0,16.132231404958674,56744.0,11722.4677734375,453.46875,1312.0,62624.0,0.02095043433827286,58044.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
