topLeft_x,topLeft_y,bottomRight_x,bottomRight_y,POC,variance,mean,gradientH,gradientV,ratioGrad,sum,quarter1Var,quarter1Mean,quarter1GradH,quarter1GradV,quarter1RatioGrad,quarter1Sum,quarter2Var,quarter2Mean,quarter2GradH,quarter2GradV,quarter2RatioGrad,quarter2Sum,quarter3Var,quarter3Mean,quarter3GradH,quarter3GradV,quarter3RatioGrad,quarter3Sum,quarter4Var,quarter4Mean,quarter4GradH,quarter4GradV,quarter4RatioGrad,quarter4Sum,videoname,CU_width,CU_height
0.0,0.0,15.0,15.0,0.0,836.364990234375,542.796875,3840.0,5408.0,0.7100591715976331,138956.0,290.609375,523.625,1344.0,4608.0,0.2916666666666667,67024.0,646.9990234375,561.96875,2496.0,62656.0,0.03983656792645557,71932.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,16,16
16.0,0.0,31.0,15.0,0.0,791.9521484375,557.78125,544.0,7456.0,0.07296137339055794,142792.0,639.8974609375,541.40625,672.0,64128.0,0.010479041916167664,69300.0,407.7255859375,574.15625,65408.0,6912.0,9.462962962962964,73492.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,16,16
32.0,0.0,47.0,15.0,0.0,1262.964599609375,553.359375,62848.0,4544.0,13.830985915492958,141660.0,1155.7177734375,546.53125,64576.0,64384.0,1.002982107355865,69956.0,1276.96484375,560.1875,63808.0,6400.0,9.97,71704.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,16,16
48.0,0.0,63.0,15.0,0.0,545.591552734375,557.046875,3072.0,64608.0,0.0475482912332838,142604.0,579.05859375,563.5625,1984.0,3520.0,0.5636363636363636,72136.0,427.2177734375,550.53125,1088.0,63488.0,0.017137096774193547,70468.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,16,16
64.0,0.0,79.0,15.0,0.0,401.566162109375,568.609375,65440.0,63104.0,1.0370182555780934,145564.0,463.9599609375,567.59375,64672.0,65344.0,0.9897159647404505,72652.0,337.109375,569.625,768.0,62016.0,0.01238390092879257,72912.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,16,16
80.0,0.0,95.0,15.0,0.0,1017.835693359375,565.265625,96.0,4256.0,0.022556390977443608,144708.0,1281.90234375,553.6875,64032.0,5440.0,11.770588235294118,70872.0,485.6630859375,576.84375,1600.0,63808.0,0.025075225677031094,73836.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,16,16
96.0,0.0,111.0,15.0,0.0,2011.281005859375,558.984375,63744.0,8640.0,7.377777777777778,143100.0,2662.43359375,535.4375,65280.0,6688.0,9.760765550239235,68536.0,251.2177734375,582.53125,64000.0,1024.0,62.5,74564.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,16,16
112.0,0.0,127.0,15.0,0.0,1834.74609375,547.0625,32.0,63872.0,0.000501002004008016,140048.0,2812.40234375,536.3125,960.0,1120.0,0.8571428571428571,68648.0,625.96484375,557.8125,64608.0,63264.0,1.0212443095599393,71400.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,16,16
128.0,0.0,143.0,15.0,0.0,1433.116943359375,556.265625,512.0,60256.0,0.008497079129049389,142404.0,2475.1552734375,548.46875,384.0,64416.0,0.005961251862891207,70204.0,269.49609375,564.0625,128.0,60160.0,0.002127659574468085,72200.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,16,16
144.0,0.0,159.0,15.0,0.0,2415.9365234375,562.96875,1024.0,49568.0,0.02065848934796643,144120.0,4505.609375,564.375,1088.0,42464.0,0.02562170308967596,72240.0,322.30859375,561.5625,65472.0,62944.0,1.0401626842907983,71880.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,16,16
