topLeft_x,topLeft_y,bottomRight_x,bottomRight_y,POC,variance,mean,gradientH,gradientV,ratioGrad,sum,quarter1Var,quarter1Mean,quarter1GradH,quarter1GradV,quarter1RatioGrad,quarter1Sum,quarter2Var,quarter2Mean,quarter2GradH,quarter2GradV,quarter2RatioGrad,quarter2Sum,quarter3Var,quarter3Mean,quarter3GradH,quarter3GradV,quarter3RatioGrad,quarter3Sum,quarter4Var,quarter4Mean,quarter4GradH,quarter4GradV,quarter4RatioGrad,quarter4Sum,videoname,CU_width,CU_height
0.0,0.0,127.0,127.0,0.0,20030.006621301174,465.369384765625,44896.0,45696.0,0.9824929971988795,7624612.0,13438.509078025818,479.1787109375,40160.0,30112.0,1.3336875664187036,1962716.0,25104.668697357178,362.185546875,31200.0,10976.0,2.8425655976676385,1483512.0,11092.454535484314,542.8330078125,31744.0,46208.0,0.6869806094182825,2223444.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,128,128
128.0,0.0,255.0,127.0,0.0,2811.8817390799522,523.415283203125,576.0,50176.0,0.011479591836734694,8575636.0,605.950927734375,555.296875,53216.0,37248.0,1.4286941580756014,2274496.0,1511.6611623764038,509.3603515625,9280.0,58112.0,0.15969162995594713,2086340.0,5104.799620628357,492.0947265625,62432.0,18144.0,3.440917107583774,2015620.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,128,128
256.0,0.0,383.0,127.0,0.0,12632.261206567287,457.103759765625,20032.0,8480.0,2.362264150943396,7489188.0,19340.357387542725,438.494140625,5440.0,55072.0,0.09877977919814061,1796072.0,3238.853018760681,474.2470703125,43072.0,1696.0,25.39622641509434,1942516.0,8391.274718284607,432.8447265625,49344.0,13216.0,3.7336561743341403,1772932.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,128,128
0.0,0.0,127.0,127.0,1.0,20158.112923562527,466.912353515625,45216.0,47232.0,0.9573170731707317,7649892.0,13459.313948631287,479.0224609375,40000.0,30144.0,1.326963906581741,1962076.0,25058.332027435303,362.998046875,37600.0,10848.0,3.466076696165192,1486840.0,7996.973571777344,555.9453125,43904.0,50912.0,0.8623507228158391,2277152.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,128,128
128.0,0.0,255.0,127.0,1.0,2800.2688540816307,523.394287109375,736.0,50528.0,0.014566181127295756,8575292.0,602.8478384017944,555.4072265625,53216.0,37344.0,1.4250214224507283,2274948.0,1508.3196020126343,509.0810546875,8672.0,58368.0,0.14857456140350878,2085196.0,5057.942915916443,492.3037109375,62688.0,18112.0,3.46113074204947,2016476.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,128,128
256.0,0.0,383.0,127.0,1.0,12646.608191490173,457.2236328125,20128.0,8288.0,2.4285714285714284,7491152.0,19870.355902671814,436.6669921875,1664.0,53248.0,0.03125,1788588.0,3241.469870567322,474.2314453125,43392.0,1632.0,26.58823529411765,1942452.0,8380.339351654053,432.873046875,49664.0,13504.0,3.677725118483412,1773048.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,128,128
0.0,0.0,127.0,127.0,2.0,20124.70853328705,469.6513671875,45184.0,51232.0,0.8819487820112429,7694768.0,13445.077255249023,479.33203125,39808.0,30304.0,1.313621964097149,1963344.0,26823.8279876709,370.01171875,8416.0,13248.0,0.6352657004830918,1515568.0,5101.231497764587,564.3408203125,33952.0,57152.0,0.5940649496080627,2311540.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,128,128
128.0,0.0,255.0,127.0,2.0,2808.160329282284,523.871826171875,608.0,50368.0,0.01207115628970775,8583116.0,605.5494651794434,555.927734375,53536.0,37152.0,1.4409991386735572,2277080.0,1517.0739660263062,509.3779296875,9728.0,58304.0,0.1668496158068057,2086412.0,5095.956877708435,493.0458984375,63072.0,18272.0,3.4518388791593697,2019516.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,128,128
256.0,0.0,383.0,127.0,2.0,12555.986858785152,457.927001953125,21664.0,8320.0,2.603846153846154,7502676.0,20259.53600215912,435.1904296875,65088.0,52416.0,1.2417582417582418,1782540.0,3244.1929779052734,474.73046875,43008.0,1888.0,22.779661016949152,1944496.0,8395.228267669678,433.435546875,49152.0,13184.0,3.7281553398058254,1775352.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,128,128
0.0,0.0,127.0,127.0,3.0,20230.576961517334,472.236328125,44800.0,59648.0,0.7510729613733905,7737120.0,13430.027767181396,479.330078125,38944.0,30432.0,1.2797055730809674,1963336.0,29991.702513694763,379.6865234375,59648.0,17184.0,3.4711359404096833,1555196.0,2918.994948387146,568.9443359375,61024.0,58912.0,1.0358500814774578,2330396.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,128,128
128.0,0.0,255.0,127.0,3.0,2829.7001342773438,523.8046875,1312.0,50272.0,0.026098026734563972,8582016.0,604.0280418395996,555.943359375,53824.0,37408.0,1.438836612489307,2277144.0,1516.5015783309937,509.0654296875,9728.0,57920.0,0.16795580110497238,2085132.0,5180.356734275818,493.1787109375,64160.0,18176.0,3.5299295774647885,2020060.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,128,128
256.0,0.0,383.0,127.0,3.0,12492.119386136532,457.739013671875,22688.0,9824.0,2.3094462540716614,7499596.0,20738.5758934021,433.193359375,416.0,52480.0,0.007926829268292683,1774360.0,3241.234359741211,474.00390625,42976.0,1600.0,26.86,1941520.0,8367.027907371521,432.8193359375,49312.0,13408.0,3.6778042959427206,1772828.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,128,128
