topLeft_x,topLeft_y,bottomRight_x,bottomRight_y,POC,variance,mean,gradientH,gradientV,ratioGrad,sum,quarter1Var,quarter1Mean,quarter1GradH,quarter1GradV,quarter1RatioGrad,quarter1Sum,quarter2Var,quarter2Mean,quarter2GradH,quarter2GradV,quarter2RatioGrad,quarter2Sum,quarter3Var,quarter3Mean,quarter3GradH,quarter3GradV,quarter3RatioGrad,quarter3Sum,quarter4Var,quarter4Mean,quarter4GradH,quarter4GradV,quarter4RatioGrad,quarter4Sum,videoname,CU_width,CU_height
0.0,0.0,63.0,63.0,0.0,4191.008528709412,546.3525390625,16288.0,36576.0,0.4453193350831146,2237860.0,3404.659912109375,543.609375,8768.0,54592.0,0.16060961313012895,556656.0,7781.191146850586,523.58984375,62944.0,56256.0,1.1188850967007964,536156.0,1450.5302734375,566.96875,4864.0,56448.0,0.08616780045351474,580576.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,64,64
64.0,0.0,127.0,63.0,0.0,29533.17095565796,474.673828125,62784.0,4928.0,12.74025974025974,1944264.0,26447.06346130371,484.12109375,24832.0,29984.0,0.8281750266808965,495740.0,20700.83628845215,512.82421875,14496.0,61664.0,0.2350804359107421,525132.0,989.3876342773438,558.9453125,56960.0,3552.0,16.036036036036037,572360.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,64,64
128.0,0.0,191.0,63.0,0.0,1298.7455444335938,549.2734375,45536.0,54112.0,0.8415138971023063,2249824.0,473.906005859375,558.015625,3424.0,63040.0,0.05431472081218274,571408.0,1104.2216186523438,554.4296875,63168.0,3904.0,16.18032786885246,567736.0,2260.865219116211,528.74609375,51840.0,3168.0,16.363636363636363,541436.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,64,64
192.0,0.0,255.0,63.0,0.0,3294.5560913085938,499.8515625,58560.0,7648.0,7.656903765690377,2047392.0,2339.9052734375,508.03125,62624.0,4960.0,12.625806451612902,520224.0,3986.640380859375,500.515625,64640.0,34816.0,1.8566176470588236,512528.0,3988.8827514648438,490.4921875,63392.0,48640.0,1.3032894736842104,502264.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,64,64
256.0,0.0,319.0,63.0,0.0,11739.852385520935,479.5458984375,63712.0,61728.0,1.0321410057024365,1964220.0,4700.099365234375,494.296875,5280.0,42336.0,0.12471655328798185,506160.0,13244.1552734375,470.53125,45888.0,14432.0,3.17960088691796,481824.0,4880.726303100586,487.91015625,1280.0,4256.0,0.3007518796992481,499620.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,64,64
320.0,0.0,383.0,63.0,0.0,10230.154891967773,453.35546875,16992.0,8768.0,1.937956204379562,1856944.0,5690.254135131836,478.34765625,57792.0,5184.0,11.148148148148149,489828.0,13186.96484375,453.6875,39936.0,2176.0,18.352941176470587,464576.0,12435.963317871094,408.7109375,50528.0,3072.0,16.447916666666668,418520.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,64,64
0.0,64.0,63.0,127.0,0.0,13472.113669395447,410.1064453125,27904.0,41216.0,0.6770186335403726,1679796.0,9482.703552246094,379.5859375,62272.0,57376.0,1.0853318460680423,388696.0,11958.605453491211,455.49609375,63968.0,62016.0,1.0314757481940144,466428.0,9118.956527709961,363.06640625,7200.0,51424.0,0.14001244555071563,371780.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,64,64
64.0,64.0,127.0,127.0,0.0,21998.170226097107,430.3447265625,21696.0,47200.0,0.45966101694915257,1762692.0,5502.795394897461,279.69140625,7296.0,576.0,12.666666666666666,286404.0,20566.8836517334,540.36328125,28608.0,50912.0,0.5619107479572596,553332.0,678.6243743896484,559.19921875,63168.0,57056.0,1.107122826696579,572620.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,64,64
128.0,64.0,191.0,127.0,0.0,1104.2317876815796,542.9326171875,46688.0,47968.0,0.9733155436957972,2223852.0,402.68646240234375,555.8203125,288.0,60768.0,0.004739336492890996,569160.0,487.417724609375,544.859375,2432.0,60320.0,0.040318302387267906,557936.0,2003.4349975585938,519.6015625,53952.0,63840.0,0.8451127819548873,532072.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,64,64
192.0,64.0,255.0,127.0,0.0,3469.420925140381,501.603515625,10144.0,3040.0,3.336842105263158,2054568.0,435.68955993652344,520.54296875,22368.0,3584.0,6.241071428571429,533036.0,500.65513610839844,486.61328125,58112.0,64896.0,0.8954635108481263,498292.0,11837.706970214844,490.7578125,60096.0,768.0,78.25,502536.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,64,64
