videoname,paramQP,frameWidth,frameHeight,CU_width,CU_height,topLeft_x,topLeft_y,bottomRight_x,bottomRight_y,POC,qtdepth,mtdepth,splitType,cost,RDCost,target,variance,mean,gradientH,gradientV,ratioGrad,sum,quarter1Var,quarter1Mean,quarter1GradH,quarter1GradV,quarter1RatioGrad,quarter1Sum,quarter2Var,quarter2Mean,quarter2GradH,quarter2GradV,quarter2RatioGrad,quarter2Sum,quarter3Var,quarter3Mean,quarter3GradH,quarter3GradV,quarter3RatioGrad,quarter3Sum,quarter4Var,quarter4Mean,quarter4GradH,quarter4GradV,quarter4RatioGrad,quarter4Sum
BasketballPass,22,416,240,8,64,32,64,39,127,1,1,3,TRI_VERT,9645619,9645619,0,11610.072204589844,440.3828125,3200.0,64768.0,0.04940711462450593,225476.0,720.859375,553.625,64512.0,65216.0,0.9892051030421982,70864.0,1491.2880859375,426.84375,29728.0,64.0,464.5,54636.0,895.2724609375,280.59375,24864.0,65184.0,0.38144329896907214,35916.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,27,416,240,8,64,32,64,39,127,1,1,3,TRI_VERT,3318195,3318195,0,11610.072204589844,440.3828125,3200.0,64768.0,0.04940711462450593,225476.0,720.859375,553.625,64512.0,65216.0,0.9892051030421982,70864.0,1491.2880859375,426.84375,29728.0,64.0,464.5,54636.0,895.2724609375,280.59375,24864.0,65184.0,0.38144329896907214,35916.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,22,416,240,8,64,40,64,47,127,1,1,3,TRI_VERT,9645619,9645619,0,8229.702880859375,495.515625,7040.0,64032.0,0.10994502748625687,253704.0,5616.40234375,380.3125,24640.0,65280.0,0.3774509803921569,48680.0,1099.6943359375,564.65625,65312.0,65152.0,1.0024557956777995,72276.0,4352.4755859375,517.84375,45216.0,64832.0,0.6974333662388944,66284.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,27,416,240,8,64,40,64,47,127,1,1,3,TRI_VERT,3318195,3318195,0,8229.702880859375,495.515625,7040.0,64032.0,0.10994502748625687,253704.0,5616.40234375,380.3125,24640.0,65280.0,0.3774509803921569,48680.0,1099.6943359375,564.65625,65312.0,65152.0,1.0024557956777995,72276.0,4352.4755859375,517.84375,45216.0,64832.0,0.6974333662388944,66284.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,22,416,240,8,64,48,0,55,63,3,1,2,TRI_VERT,4030330,4030330,0,1063.5068359375,560.34375,5856.0,60704.0,0.09646810753821823,286896.0,442.8818359375,558.34375,3424.0,65376.0,0.05237395986294665,71468.0,828.3583984375,559.28125,64224.0,64864.0,0.9901332017760236,71588.0,2457.484375,562.125,4416.0,61280.0,0.07206266318537859,71952.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,22,416,240,8,64,56,0,63,63,3,1,2,TRI_VERT,4030330,4030330,0,6025.361083984375,553.328125,57472.0,48800.0,1.1777049180327872,283304.0,3737.5146484375,560.78125,64416.0,61280.0,1.0511749347258486,71780.0,6929.93359375,551.4375,63744.0,61344.0,1.0391236306729263,70584.0,7692.5849609375,546.40625,65248.0,61472.0,1.0614263404476836,69940.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,22,416,240,8,64,64,0,71,63,1,1,2,TRI_VERT,8585129,8585129,0,10014.921875,536.375,32288.0,48384.0,0.6673280423280423,274624.0,6617.1162109375,552.09375,64160.0,61248.0,1.047544409613375,70668.0,10042.46484375,540.1875,59072.0,61280.0,0.9639686684073108,69144.0,14493.68359375,504.5625,49088.0,61088.0,0.8035620743844945,64584.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,22,416,240,8,64,72,0,79,63,1,1,2,TRI_VERT,8585129,8585129,0,42889.134521484375,369.578125,18432.0,47200.0,0.3905084745762712,189224.0,33322.46484375,415.8125,42304.0,61056.0,0.6928721174004193,53224.0,45793.1875,352.75,63424.0,60992.0,1.0398740818467995,45152.0,44247.6083984375,348.71875,63264.0,60896.0,1.0388859695218076,44636.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,22,416,240,8,64,96,0,103,63,1,1,2,TRI_VERT,24459215,9191131,1,24324.868103027344,499.8046875,11808.0,3904.0,3.0245901639344264,255900.0,34297.30859375,429.5625,10176.0,65152.0,0.15618860510805502,54984.0,21519.77734375,519.3125,4928.0,3552.0,1.3873873873873874,66472.0,4217.4052734375,559.53125,11424.0,63712.0,0.17930688096433953,71620.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,22,416,240,8,64,120,0,127,63,1,1,2,TRI_VERT,24459215,9191131,1,587.58984375,557.3125,56096.0,288.0,194.77777777777774,285344.0,743.6875,562.25,54784.0,64.0,856.0,71968.0,522.52734375,554.6875,1344.0,32.0,42.0,71000.0,479.2333984375,554.71875,65120.0,64.0,1017.5,71004.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
